climb_id,name,grade,grade_value,display_difficulty,angle,is_benchmark,num_holds,num_start_holds,num_finish_holds,density_bottom,density_top,density_left,density_right,avg_distance,max_distance,min_distance,std_distance
00B8F8A461C84A09A9AB1D5844517D92,zoumba,V5,5.0,21.875,,1,7,1,2,0.0,0.09722222222222222,0.06944444444444445,0.027777777777777776,75.28242955723357,153.15351775261317,20.396078054371138,32.955721953614876
00F2F913BF1643FFAB63AE84E1D784CF,poop cock,V5,5.0,21.6667,,0,6,1,0,0.013888888888888888,0.06944444444444445,0.06944444444444445,0.013888888888888888,79.13568124467092,168.1903683330291,33.94112549695428,38.01680269663893
00F64EF8E9A0430A85EE350244B165D6,faggot,V2,2.0,15.0,,1,13,2,4,0.013888888888888888,0.1388888888888889,0.1111111111111111,0.041666666666666664,75.70131538072067,167.90473489452285,12.649110640673518,37.89023388668429
00FB55674227473CAF364A948E4ED583,Blue skies,V3,3.0,17.0,,1,10,1,3,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.05555555555555555,73.87989139091454,158.4929020492716,16.0,34.874783683279844
0142ED8B937B4CFCB1F3ED811D3FFFE5,fastoche,V5,5.0,20.0,,1,14,2,4,0.041666666666666664,0.1388888888888889,0.1527777777777778,0.027777777777777776,86.47952396122625,177.53872816937718,8.0,43.4366490983161
0148D5B0E5F2425A851F15878285DEE8,simetrical Sammy,V16,16.0,33.0,,0,8,2,2,0.027777777777777776,0.05555555555555555,0.06944444444444445,0.013888888888888888,84.55632407694573,192.0833152566875,8.0,51.40260750773768
0149efaa214e4a9dbc8b0a4b152127a3,Fire and Ice,V6,6.0,22.8,,1,8,2,3,0.013888888888888888,0.09722222222222222,0.08333333333333333,0.027777777777777776,74.62581711127989,144.22205101855957,16.0,36.19177480216944
0154D12D082A4334A1010EE98DD4DBF9,100’s Incuts and Pinches K011,V0,0.0,10.0,,0,10,2,0,0.013888888888888888,0.125,0.125,0.013888888888888888,62.63537651428162,157.78466338652817,11.313708498984761,31.246842471996036
01749729B8054E8E938448091134366F,Slamma Jamma,V4,4.0,19.0,,0,6,0,0,0.0,0.06944444444444445,0.041666666666666664,0.027777777777777776,121.63423647176407,195.05896544378575,11.313708498984761,54.765370913236005
0191524D90374AA1860D8AEBE4A0D89C,💩 poo,V3,3.0,16.0,,0,17,1,0,0.027777777777777776,0.16666666666666666,0.18055555555555555,0.013888888888888888,65.67200357403959,159.3988707613702,5.656854249492381,34.900021145883215
01c5de98806c410b90f1039c2df2fb98,the problem for short people.,V3,3.0,16.0,,1,8,1,0,0.041666666666666664,0.06944444444444445,0.06944444444444445,0.041666666666666664,95.10110214918934,182.42806801586207,48.0,40.203877904760404
01dd7228f8714221b55438e367dba142,Heffer,V4,4.0,19.0,,1,18,1,8,0.041666666666666664,0.19444444444444445,0.1388888888888889,0.09722222222222222,89.12506904215023,184.26068490049633,5.656854249492381,41.73041996655314
01e0263c43a943f7a6ac61d79dafc280,arne 10 2020,V3,3.0,16.0,,1,11,2,3,0.013888888888888888,0.08333333333333333,0.05555555555555555,0.041666666666666664,73.37494207527251,173.0664612222715,8.0,50.34544001194008
01e7f3ce8da04ad39d2b54bfe7730500,destination finale,V5,5.0,20.0,,1,18,1,4,0.0,0.19444444444444445,0.16666666666666666,0.027777777777777776,64.56451089718564,136.82105101189657,5.656854249492381,30.346136243264578
01ea3efd598d4e07ac53029061745189,ei gringo,V5,5.0,20.0,,1,15,1,4,0.041666666666666664,0.125,0.125,0.041666666666666664,72.40273838551984,175.72706109191037,5.656854249492381,35.875653609335394
020B70C3B5214A72841E3929205C871F,easy e,V0,0.0,10.0,,1,12,2,2,0.0,0.125,0.08333333333333333,0.041666666666666664,62.55821566672356,116.61903789690601,5.656854249492381,31.375293568906987
0215BC79A7954450A17BB55BB8666644,rainbow wall basics,V0,0.0,10.0,,0,33,2,0,0.041666666666666664,0.1388888888888889,0.18055555555555555,0.0,60.87549494728454,163.1686244349691,5.656854249492381,34.87629471582314
0260D6DED8234081B443CE3D8AD7A1E0,Prysmatic,V5,5.0,20.0,,1,11,2,4,0.041666666666666664,0.1111111111111111,0.125,0.027777777777777776,90.29345130723344,207.46083967823904,16.0,44.64121532366383
02a6a25d86c2445fb4442ddae458a301,roach,V5,5.0,20.0,,1,12,2,5,0.0,0.1527777777777778,0.09722222222222222,0.05555555555555555,66.6928681067849,111.13955191559843,12.649110640673518,26.797797479487016
02AE66F6F5BE44B4BABE7B32B9962EA6,Van Damme-It My Eye Hurts,V1,1.0,13.0,,1,18,2,7,0.041666666666666664,0.16666666666666666,0.08333333333333333,0.125,77.11272722651604,172.04650534085255,5.656854249492381,39.86357264310282
02DB4C0481FF441BBAE88517301734BE,team 1-0-1,V3,3.0,16.0,,1,22,1,13,0.05555555555555555,0.1527777777777778,0.19444444444444445,0.013888888888888888,80.02157830290194,182.60339536821323,5.656854249492381,43.40498696415447
02EAAF3DEA29489CB82AA1CE52E05E1E,520s Big Slopers K052,V4,4.0,18.0,,0,10,2,0,0.013888888888888888,0.1111111111111111,0.1111111111111111,0.013888888888888888,69.58604199231483,151.7893276880822,23.323807579381203,34.312363885330775
030CEAD8F2024871B23439279060B9AB,hunk o meat,V2,2.0,15.0,,1,28,1,17,0.041666666666666664,0.19444444444444445,0.125,0.1111111111111111,75.28277672443743,177.17787672280082,5.656854249492381,36.51332777737574
031E7C4BDAE54D499844DE7849E52E9A,hi I’m just going into a meeting,V2,2.0,15.0,,0,35,2,12,0.05555555555555555,0.16666666666666666,0.0,0.2222222222222222,62.79722489825361,156.46085772486356,5.656854249492381,39.48284563832761
033AA2EEBF024AE88902B3223EF607B4,Emily’s climb 🧗‍♂️ 🐶,V0,0.0,10.0,,0,4,0,0,0.0,0.041666666666666664,0.027777777777777776,0.013888888888888888,69.11713996172794,102.44998779892558,5.656854249492381,32.2720874778434
033c64abe61b40e3a0d28baf9edfd622,Chalky Boi,V5,5.0,20.0,,1,15,1,6,0.027777777777777776,0.16666666666666666,0.09722222222222222,0.09722222222222222,74.70265486005464,182.42806801586207,12.649110640673518,34.65653274090556
0350BB63D1C545C99B25A49B22A5B4C3,athlead,V6,6.0,22.0,,1,14,2,7,0.0,0.1527777777777778,0.08333333333333333,0.06944444444444445,67.12361059345179,132.4235628579748,5.656854249492381,32.86875365499447
035ba4c518834065a7dfe87a388d5af5,zigzag v2,V1,1.0,14.5,,1,26,2,12,0.05555555555555555,0.2361111111111111,0.1388888888888889,0.1527777777777778,86.91369070550219,204.35263639111682,5.656854249492381,40.82206679210484
0361EC94E05949A4BD3B9D08811A0BCF,bump it,V6,6.0,22.0,,0,8,2,1,0.013888888888888888,0.06944444444444445,0.08333333333333333,0.0,78.57304572685305,165.21501142450705,5.656854249492381,42.358900897047135
0392D045A6364F639008B3D2FFCFAAC1,hello bob,V7,7.0,23.0,,1,30,0,4,0.041666666666666664,0.25,0.19444444444444445,0.09722222222222222,76.51773281583294,165.60193235587562,5.656854249492381,39.77138420405321
039808A271574BB792EF2A07C07295B2,yay mum I did it,V6,6.0,22.0,,1,11,2,2,0.013888888888888888,0.08333333333333333,0.06944444444444445,0.027777777777777776,69.24727777123769,150.30635382444748,5.656854249492381,38.835971767051646
039928DB2A814ACAA04349A85A8F6991,Henley,V4,4.0,18.0,,1,12,0,7,0.041666666666666664,0.09722222222222222,0.06944444444444445,0.06944444444444445,72.17441567946813,146.86047800548656,5.656854249492381,35.20424079300949
03AF853A51EE45BA987EF150F5A742E7,Elmer Circuit 1 kids variation,V0,0.0,10.0,,0,21,1,0,0.041666666666666664,0.16666666666666666,0.19444444444444445,0.013888888888888888,70.3859441545804,182.1647605877712,5.656854249492381,41.33429118024223
042D6A6B56464ADCBA7AD506AB67D700,Swiss Chard,V6,6.0,22.0,,1,10,0,0,0.013888888888888888,0.09722222222222222,0.1111111111111111,0.0,72.3072396349568,149.9333185119305,4.0,38.56677883498004
04BB7ACA91A746C9BB84B80D03B90BA7,Gabe rules and Kyle sucks 3.o,V2,2.0,15.0,,0,7,1,2,0.027777777777777776,0.06944444444444445,0.08333333333333333,0.013888888888888888,82.32263708101657,177.53872816937718,17.88854381999832,43.19758144936883
04C75AC0805C48CB90AD9003B0F372E2,cooper’s last day,V3,3.0,17.0,,0,7,1,0,0.027777777777777776,0.06944444444444445,0.09722222222222222,0.0,71.68059684686335,120.26637102698326,16.0,37.19941931780932
04cfd29f97124721bd8f5ef48f8f1e6f,Gadal Fynd Gont,V4,4.0,18.0,,0,9,2,2,0.027777777777777776,0.09722222222222222,0.09722222222222222,0.027777777777777776,87.15827750682898,185.29975715040752,20.396078054371138,49.54785785075018
04D8A36B829E4F34948FE2ABD6246482,hi35,V4,4.0,19.0,,0,2,1,0,0.0,0.027777777777777776,0.013888888888888888,0.013888888888888888,68.11754546370561,68.11754546370561,68.11754546370561,0.0
04E2129E0AAA4DB89AD01B5BDD43AFF2,sseehhbbdd,V16,16.0,33.0,,0,4,1,0,0.0,0.041666666666666664,0.0,0.041666666666666664,32.69261255741892,51.22499389946279,8.0,14.160735062270891
05016e2911c8405d9c61c6731ae61642,Tiger Tail,V4,4.0,19.0,,1,13,2,4,0.027777777777777776,0.125,0.09722222222222222,0.05555555555555555,73.62837669687814,173.0664612222715,5.656854249492381,36.244052970823255
05478277FA41488EB062258D6970AC27,Traverse-ish V0 version 2 (other one was hard),V0,0.0,12.5,,1,12,2,3,0.027777777777777776,0.09722222222222222,0.08333333333333333,0.041666666666666664,89.95970247342183,175.6359872008012,5.656854249492381,41.14546026708649
056B5D3BCCE54A109C6E4E5C297DFF44,4/22 BlueToo,V6,6.0,22.0,,1,10,1,0,0.0,0.125,0.05555555555555555,0.06944444444444445,71.01228703714789,133.5065541462291,11.313708498984761,32.3606341920129
0578F1F346564BD593D1E3F62D0DF743,1poop,V5,5.0,21.0,,0,35,1,0,0.041666666666666664,0.16666666666666666,0.20833333333333334,0.0,62.15055402097133,160.79800993793424,5.656854249492381,37.59498084141227
05C7CB245A4E431B95536985C2C5B3AC,discrasefull boulder,V10,10.0,27.0,,1,6,0,2,0.0,0.08333333333333333,0.05555555555555555,0.027777777777777776,53.43011672044288,91.21403400793103,8.0,19.91036481935602
05DEFAB22CEA4B38A57321BB11FBFA9D,you can do the poo on the toilet 🚽,V16,16.0,33.0,,1,8,1,3,0.013888888888888888,0.09722222222222222,0.05555555555555555,0.05555555555555555,74.80111428505317,153.15351775261317,16.0,33.09197812159507
0648F21F2DAC44099A211D8824240070,Casey’s jam,V1,1.0,14.0,,0,15,1,0,0.013888888888888888,0.18055555555555555,0.18055555555555555,0.013888888888888888,69.7771536569444,152.31546211727817,11.313708498984761,36.43580485119297
06524CBD28434C1B8117CE6718B00FB1,Willy,V16,16.0,33.0,,1,35,1,2,0.05555555555555555,0.19444444444444445,0.18055555555555555,0.06944444444444445,72.08195513715204,168.7601848778319,5.656854249492381,42.051870479593305
0658fe1fc0fa4d28bfec954ed9b32c7d,"""City Bloc""",V2,2.0,15.0,,0,34,2,23,0.027777777777777776,0.2222222222222222,0.2361111111111111,0.013888888888888888,57.37789639200454,167.90473489452285,5.656854249492381,33.34877272092675
06B0A7495E714B7A805121F036E927A0,Boone 1,V0,0.0,10.0,,1,31,2,6,0.041666666666666664,0.2361111111111111,0.2361111111111111,0.041666666666666664,79.0422873730335,207.46083967823904,5.656854249492381,46.48013369542052
06b2dd7c0ce94602a1a3fda337d2a694,"""bEsT bOuLdEr""",V3,3.0,17.0,,1,7,2,1,0.0,0.08333333333333333,0.06944444444444445,0.013888888888888888,58.155857504238824,113.27841806805037,5.656854249492381,27.671388865689284
06D5FFA1C57740F5A89DF23C88D7FBBF,JC7,V9,9.0,26.5,,0,5,1,0,0.013888888888888888,0.041666666666666664,0.05555555555555555,0.0,74.28322569095872,157.2768260107,5.656854249492381,38.43439060198681
070FC02346114FA69607D19BE88E04A1,the house problem,V0,0.0,12.0,,0,19,1,0,0.027777777777777776,0.1388888888888889,0.1527777777777778,0.013888888888888888,79.25714546367142,177.17787672280082,8.0,40.70074332227256
0718C85CFD254F04ACAB808B21730A6F,Spaceboard 4.0,V5,5.0,21.0,,1,10,1,4,0.013888888888888888,0.1111111111111111,0.06944444444444445,0.05555555555555555,75.27204969168737,153.88307249337075,8.0,36.924949133959295
07315285220a4cab8a28b1696dd5366a,Dreckssau!,V5,5.0,20.0,,1,9,0,4,0.027777777777777776,0.09722222222222222,0.06944444444444445,0.05555555555555555,92.77100384837412,198.9572818471342,5.656854249492381,41.92833516143228
0733E1EE22084D809023B169D8985892,big oop,V9,9.0,26.0,,1,7,0,2,0.0,0.09722222222222222,0.06944444444444445,0.027777777777777776,60.161861400410146,115.37764081484765,17.88854381999832,26.952832777698944
0741C77575104039AF63CB408801EF56,4/22 MorphOW,V8,8.0,25.0,,1,8,1,0,0.041666666666666664,0.06944444444444445,0.08333333333333333,0.027777777777777776,90.56453685005906,176.81628884240274,20.396078054371138,42.32265967867748
0774F070FE9849ADB68B0941134D9284,🕌,V4,4.0,19.0,,1,9,2,1,0.0,0.125,0.08333333333333333,0.041666666666666664,71.88534836888765,156.46085772486356,5.656854249492381,37.053220296326586
0777e3ae5f8d4ba3bc28f0e3645e738a,dick,V16,16.0,33.0,,1,33,2,5,0.06944444444444445,0.19444444444444445,0.2361111111111111,0.027777777777777776,69.17884175075068,160.79800993793424,5.656854249492381,39.061528458826935
079DB25B387E42B38B3DF4CC81CFB9CF,THE BOX,V6,6.0,22.6667,,1,9,2,3,0.041666666666666664,0.08333333333333333,0.09722222222222222,0.027777777777777776,78.47597925146582,134.46189051177288,8.0,31.884663894019948
07B3F33736654A94A82E03B331997D6D,Elevator Doors,V0,0.0,10.5,,1,7,0,2,0.0,0.06944444444444445,0.05555555555555555,0.013888888888888888,81.7990905871349,133.1465358167459,5.656854249492381,41.29284750786963
07c957170d174b16bdbd3c70bbe7276a,Olavs Lowball,V0,0.0,10.0,,0,2,1,0,0.0,0.027777777777777776,0.013888888888888888,0.013888888888888888,148.48568954616468,148.48568954616468,148.48568954616468,0.0
07CADA516986434A84CA97E60D353EB6,Gushers,V4,4.0,18.0,,1,8,0,0,0.013888888888888888,0.08333333333333333,0.06944444444444445,0.027777777777777776,118.57096250800647,205.91260281974002,8.0,57.22448021292291
07E579BC9DC8478DAAF8B0A00BE81F05,v0 for bianca,V0,0.0,11.0,,0,14,2,3,0.027777777777777776,0.125,0.1388888888888889,0.013888888888888888,74.04644498123578,180.75397644312005,8.0,44.837469943291254
07F30B9C48654D54A88EAA4C165455EF,mop,V1,1.0,13.0,,1,31,1,14,0.027777777777777776,0.25,0.16666666666666666,0.1111111111111111,76.14079997154214,168.7601848778319,5.656854249492381,36.02266429811197
07fef9a899844c7ebf624a11e08852fc,PDR 6,V4,4.0,19.375,,1,12,2,5,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,71.12686134952494,137.7534028617805,8.0,30.90356291151653
0844365574ED4A63B3751AA0512B6526,Dan’s Dyno Disaster,V3,3.0,17.0,,1,11,2,6,0.027777777777777776,0.08333333333333333,0.08333333333333333,0.027777777777777776,76.62304247341524,167.14065932620943,5.656854249492381,41.352149535521285
0845184a4c8f4aeb84e14ec24e227c22,bungaloo,V5,5.0,20.0,,1,13,2,2,0.013888888888888888,0.1111111111111111,0.09722222222222222,0.027777777777777776,72.71846223835347,157.2768260107,5.656854249492381,35.60790201046103
084783d2271d4429b7c068f5211c5301,Flapjack Bumping,V1,1.0,13.0,,1,11,2,3,0.027777777777777776,0.1111111111111111,0.09722222222222222,0.041666666666666664,77.44274155767776,182.1647605877712,11.313708498984761,37.924374004946955
084FAF2BABCB490492C9D70F42CC7A7C,dedication is the game,V6,6.0,22.0,,1,10,2,2,0.0,0.1111111111111111,0.06944444444444445,0.041666666666666664,59.95200031439313,118.79393923933998,8.0,27.50155333941673
08553F86A7AB4C7BB8FDC82087F071D3,300s Bigger Park Edges K031,V1,1.0,13.0,,0,10,2,0,0.013888888888888888,0.1111111111111111,0.125,0.0,66.21644357642789,162.0863967148385,12.649110640673518,35.08599499136636
08693645A30D4B9B8E1D46228AD2BA07,the you new you,V16,16.0,33.0,,1,15,2,5,0.013888888888888888,0.1527777777777778,0.08333333333333333,0.08333333333333333,75.4578186995629,203.09603639657766,5.656854249492381,38.36247517908354
086A4153E1704478BB1F43C59F9099BC,290s Little Ears K030,V0,0.0,10.0,,0,10,1,0,0.013888888888888888,0.1111111111111111,0.125,0.0,57.11552711692643,128.0,12.649110640673518,28.7524859976408
089EBE3492C844EDA33A0F3E1A3B90AB,V2 drop knee elevator door,V3,3.0,16.7143,,1,10,2,2,0.0,0.1111111111111111,0.08333333333333333,0.027777777777777776,63.004137989804136,119.33147112141039,8.0,26.864076313205317
08c694f805bf4734930ffe5267934e89,Left Siders,V3,3.0,16.0,,1,24,0,9,0.027777777777777776,0.2638888888888889,0.18055555555555555,0.1111111111111111,80.86277885723645,191.41577782408638,5.656854249492381,36.800984290654995
08decdc626074c61a5fe5ba489a172da,Go with the Flow,V1,1.0,14.0,,1,17,1,8,0.027777777777777776,0.16666666666666666,0.1111111111111111,0.08333333333333333,72.81375833566533,172.04650534085255,5.656854249492381,34.495235945238605
08EB569A543A46D8B7E15F7FF6C8EA22,4/26 Next Step,V3,3.0,17.0,,1,14,2,5,0.041666666666666664,0.1527777777777778,0.1111111111111111,0.08333333333333333,93.51743156992191,204.35263639111682,23.323807579381203,44.201162199852995
09016d0912a14f899ecbc3d7d3ad5de4,T-Rex Traverse,V1,1.0,14.6667,,0,14,2,0,0.05555555555555555,0.08333333333333333,0.125,0.013888888888888888,81.13459938833992,193.49418595916518,5.656854249492381,50.891296258209444
096ba0da005b4fdb9cb15b2e747a6a89,HI👍,V16,16.0,33.0,,0,32,2,0,0.05555555555555555,0.2222222222222222,0.2777777777777778,0.0,60.71999882470523,165.21501142450705,5.656854249492381,37.44395124266776
09784E7511914FDE9BE5C1EEEE9E31CF,worlds first v20,V16,16.0,33.0,,1,10,2,4,0.027777777777777776,0.09722222222222222,0.027777777777777776,0.09722222222222222,64.94956576326949,148.05404418657398,5.656854249492381,33.32597446181284
0992FBAA51204B3C9450FFD2A4B48150,Purple Nerple,V16,16.0,33.0,,1,5,1,2,0.0,0.05555555555555555,0.0,0.05555555555555555,36.69167684680688,74.4043009509531,12.649110640673518,20.340129059804315
09939786EAF848A59B1AB9170BD5FEB9,Next Levels Stand,V10,10.0,27.0,,1,8,1,3,0.0,0.09722222222222222,0.041666666666666664,0.05555555555555555,57.34358671708706,114.40279716860073,5.656854249492381,25.065603742805497
0A26444EF07041D3A782EC0D06DFEB37,slopers,V8,8.0,24.0,,1,11,2,3,0.013888888888888888,0.125,0.1111111111111111,0.027777777777777776,69.3603558798657,158.4929020492716,8.0,33.90112810459019
0A4ADC465B9442F296474B378CFF07A4,As Fly As A Pegasus,V7,7.0,23.0,,1,8,0,2,0.027777777777777776,0.08333333333333333,0.09722222222222222,0.013888888888888888,75.37168253339755,172.32527382830412,25.298221281347036,36.95898557782504
0A79582717E643ECB513BCD0C0E23E01,Underground Improvement,V3,3.0,16.0,,1,8,1,2,0.027777777777777776,0.08333333333333333,0.06944444444444445,0.041666666666666664,83.55139729066552,168.1903683330291,33.94112549695428,37.1370975007117
0a878d6df78945ccbff69dfbb9a358aa,Majik,V8,8.0,24.5,,1,13,0,6,0.027777777777777776,0.125,0.06944444444444445,0.08333333333333333,76.59301116187902,141.8731828077456,12.649110640673518,33.30931763270266
0AA57DE718D244568FC76D9C3161CA71,6 year old,V1,1.0,13.0,,1,13,1,6,0.013888888888888888,0.08333333333333333,0.08333333333333333,0.013888888888888888,61.83019415052553,149.34523762075577,5.656854249492381,30.83456957786033
0AB1AFFAA31A4A7EB58008DC81420CE7,SIS 5,V8,8.0,25.0,,1,11,1,5,0.041666666666666664,0.1111111111111111,0.1111111111111111,0.041666666666666664,80.29589913921842,141.8731828077456,17.88854381999832,33.147404115651014
0AEE0910A109458B8A3200A3E211A04B,running up a wall,V16,16.0,33.0,,1,27,2,23,0.041666666666666664,0.20833333333333334,0.16666666666666666,0.08333333333333333,82.39798919153358,177.53872816937718,5.656854249492381,40.87750282968342
0AEEF33A88AB40FF911212B0DB71400D,Beyond BBQ Burger,V4,4.0,19.5,,1,8,2,2,0.013888888888888888,0.08333333333333333,0.05555555555555555,0.041666666666666664,84.93333135486955,133.1465358167459,16.0,37.27945541974157
0b27df9fa96a432081eb74067e452f3a,Random kitten,V0,0.0,10.0,,1,10,0,0,0.0,0.041666666666666664,0.0,0.041666666666666664,14.98390840443304,40.792156108742276,5.656854249492381,8.486213658687499
0B3E4AAA625A498C9C59359352A92C24,skc 2,V3,3.0,16.0,,1,14,0,4,0.0,0.1527777777777778,0.09722222222222222,0.05555555555555555,67.3448844568068,148.8086019019062,11.313708498984761,29.837039985255906
0B9433FBAE734D19972F3BF4347D02A0,Dynosyar,V4,4.0,19.6667,,1,6,1,2,0.0,0.06944444444444445,0.041666666666666664,0.027777777777777776,61.453420511551975,98.79271228182775,5.656854249492381,27.81864675771204
0BA2B36B55564312931F3B70E652E2E8,crisscrosscool,V2,2.0,15.0,,1,18,1,9,0.05555555555555555,0.1388888888888889,0.125,0.06944444444444445,73.04472329813616,157.78466338652817,5.656854249492381,33.754173301862835
0BBC2E6817ED466EB8355FD18BBF0857,November,V4,4.0,18.0,,1,12,1,4,0.027777777777777776,0.1111111111111111,0.09722222222222222,0.041666666666666664,86.67879978293445,188.04254837669055,12.649110640673518,39.60407350118084
0BD96AD6B04B4111A67B508D10E12AEA,jegaram 🦍🐒🦧,V8,8.0,25.0,,1,9,1,2,0.0,0.1111111111111111,0.08333333333333333,0.027777777777777776,57.08832933453138,107.62899237658968,8.0,24.504656891040923
0BE2234C4E584F56925C40918D81A1BC,motherdick,V3,3.0,17.0,,1,12,2,5,0.027777777777777776,0.1388888888888889,0.09722222222222222,0.06944444444444445,76.84755732259494,166.37307474468338,11.313708498984761,39.69464768407204
0C1D66B8162449C1811104A0AB7960EC,the squad,V1,1.0,13.0,,1,30,1,16,0.041666666666666664,0.20833333333333334,0.1111111111111111,0.1388888888888889,82.76536805621213,186.07525359380813,5.656854249492381,38.93040725628786
0C213B1B58894F66986F583938001CCB,Simba,V4,4.0,18.5,,1,7,1,1,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,92.08297121307776,177.08754896942924,16.97056274847714,49.615308056323435
0C34006297084B7EB4DC17898F2D4F08,Boborrobert,V6,6.0,22.0,,1,14,1,6,0.041666666666666664,0.1111111111111111,0.06944444444444445,0.08333333333333333,82.00832486581848,170.1763790894612,8.0,43.639853923960125
0C578D7FC5AF471FB45ECB9AD269D30A,iugfghsd,V0,0.0,12.0,,1,25,0,2,0.05555555555555555,0.20833333333333334,0.2222222222222222,0.041666666666666664,76.50163175208094,172.04650534085255,5.656854249492381,39.57482793311514
0c5dc7bf192f422c8908197e3f217cfd,Patron Repasado,V5,5.0,20.0,,1,17,2,8,0.041666666666666664,0.1527777777777778,0.09722222222222222,0.09722222222222222,77.76557353039408,189.65231345807516,5.656854249492381,39.988796040678565
0C691DE4931E40C987DAEC31B13FCD18,finish earth hex,V0,0.0,10.0,,1,32,2,17,0.05555555555555555,0.2222222222222222,0.25,0.027777777777777776,68.92553264587492,175.72706109191037,5.656854249492381,36.52104980028214
0CA18A6D5F3C4679A95F2F95E1C31762,foot tension,V5,5.0,21.0,,0,7,1,2,0.0,0.09722222222222222,0.08333333333333333,0.013888888888888888,57.19401613425951,111.13955191559843,11.313708498984761,24.667054263797073
0CDC1E3B6ACE4F6A87DC884C29B04BCA,since,V0,0.0,10.0,,1,18,0,2,0.027777777777777776,0.1388888888888889,0.125,0.041666666666666664,85.15913386347141,205.60155641434235,5.656854249492381,48.41433737452374
0ce287edc32543b98c5ef764d8cc4200,1.0,V8,8.0,25.0,,1,9,2,3,0.0,0.1111111111111111,0.08333333333333333,0.027777777777777776,70.12504293850137,130.59862173851607,11.313708498984761,30.923391318726953
0CFADF8FBF0E4BD7BA8F0CB4BCFB724A,ClimbCruxCentral,V3,3.0,17.0,,1,35,1,0,0.06944444444444445,0.125,0.16666666666666666,0.027777777777777776,57.82590547019361,180.75397644312005,5.656854249492381,37.620349639156736
0D3FA15BAF3440FD8A64A85578BB207B,shoulder warm up,V6,6.0,22.6667,,1,9,2,3,0.0,0.125,0.08333333333333333,0.041666666666666664,71.06766489762364,118.92854997854805,25.298221281347036,25.47435105266924
0D557E46026042E4912B5622642CC255,f*ck u bishes 😂,V16,16.0,33.0,,1,30,0,11,0.05555555555555555,0.2361111111111111,0.18055555555555555,0.1111111111111111,74.8587845594579,188.04254837669055,5.656854249492381,37.51433849438734
0d600ae03234451eb502a6f0d9f50770,The Primo Special,V9,9.0,26.0,,1,11,2,2,0.027777777777777776,0.1111111111111111,0.09722222222222222,0.041666666666666664,89.2181596583644,180.75397644312005,8.0,41.19633683949072
0D62A747CAC64419A322A5A43D6E7FCB,Homeschool,V0,0.0,12.0,,1,32,2,21,0.05555555555555555,0.18055555555555555,0.1111111111111111,0.125,73.74417787515476,170.55204484262273,5.656854249492381,36.62437189378557
